ID,Company_Name,Address,Phone,Email,Website,Contact_Name
13739,Australian Glass and Window Association,"Pymble Corporate Centre Suite 1, Level 1, Building 1 20 Bridge Street PYMBLE, NSW 2073 AUSTRALIA",+61(02) 94982768,russell.harris@agwa.com.au,http://www.agwa.com.au,Mr Russell Harris
14644,Co-operative Bulk Handling Ltd,"700 Abernethy Road FORRESTFIELD, WA 6058 AUSTRALIA",+61(08) 94161352,ian.sproul@cbh.com.au,http://www.cbh.com.au,Mr Ian Sproul
14644,Co-operative Bulk Handling Ltd,"Australian Grain Centre Laboratory 700 Abernethy Road FORRESTFIELD, WA 6058 AUSTRALIA",+61(08) 94161352,Ian.Sproul@cbh.com.au,http://www.cbh.com.au,Mr Ian Sproul
14644,Co-operative Bulk Handling Ltd,"700 Abernethy Road FORRESTFIELD, WA 6058 AUSTRALIA",+61(08) 94161352,ian.sproul@cbh.com.au,http://www.cbh@.com.au,Mr Ian Sproul
20129,Australian Lifting & Safety Pty Limited,"Ultimo Trade Centre Ground Floor Unit E/42-44 Wattle Street Ultimo, NSW 2007 AUSTRALIA",+61(02) 96605320,dave@alsafety.com.au,http://www.alsafety.com.au,Mr David Carr
20876,Australian Meat Group trading as Laboratory Solutions,"342 Hammond Road DANDENONG, VIC 3175 AUSTRALIA",+61(03) 83298584,aportelli@labsolutions.com.au,http://https://www.amg.com.au,Ms Amanda Portelli
19414,Australian Metrology and Calibration Pty Ltd,"11 Erudina Avenue Edwardstown, SA 5039 AUSTRALIA",+61(08) 82764088,jon@metrologyandcalibration.com.au,http://www.metrologyandcalibration.com.au,Mr Jon Latham
15698,Australian National Testing Laboratories Pty Ltd,"Unit 17, 15 Suscatand Street ROCKLEA, QLD 4106 AUSTRALIA",+61(07) 32740737,runwin@gmail.com,http://www.antl.com.au,Mr Richard James Unwin
18906,Australian Precast Solutions,"2 Centra Park Street MACKSVILLE , NSW 2447 AUSTRALIA",+61 0439472911,Amy.Gilmore@lendlease.com,http://www.lendlease.com.au/aps,Ms Amy Gilmore
9727,Australian Pressure Laboratory,"Unit 9, 39 Susan Street ELTHAM, VIC 3095 AUSTRALIA",+61(03) 94313658,sales@auspressurelab.com.au,http://www.auspressurelab.com.au,Mr Liam Shanahan
20344,Macquarie University Australian Proteome Analysis Facility,"Level 4 4 Wally's Walk MACQUARIE UNIVERSITY, NSW 2109 AUSTRALIA",+61(02) 98506219,info.apaf@mq.edu.au,http://www.mq.edu.au/research/APAF,Mrs Anita Stone
3265,Australian Racing Forensic Laboratory,"Level 11 51 Druitt Street SYDNEY, NSW 2000 AUSTRALIA",+61(02) 83445000,johnk@racingnsw.com.au,,Mr J Keledjian
14442,Australian Radiation Protection and Nuclear Safety Agency,"619 Lower Plenty Road YALLAMBIE, VIC 3085 AUSTRALIA",+61 1800022333,qualitymanager@arpansa.gov.au,http://www.arpansa.gov.au,Mr Allister Prosser
14442,Australian Radiation Protection and Nuclear Safety Agency,"619 Lower Plenty Road YALLAMBIE, VIC 3085 AUSTRALIA",+61 1800022333,qualitymanager@arpansa.gov.au,http://www.arpansa.gov.au,Mr Allister Prosser
14342,Australian Rickettsial Reference Laboratory Foundation Ltd,"59 Bellerine Street Entrance 3, University Hospital Geelong GEELONG, VIC 3220 AUSTRALIA",+61(03) 42151357,johns@barwonhealth.org.au,http://www.rickettsialab.org.au,Assoc Prof J Stenos
4050,Snap-on Tools (Australia) Pty Ltd,"80 Holbeche Road ARNDELL PARK, NSW 2148 AUSTRALIA",+61(02) 98379190,Joe.DeLaCruz@snapon.com,http://www.snapontools.com.au,Mr Joe De La Cruz
20042,Australian Solid Fuel Testing Pty Ltd,"3 Garden St MORWELL, VIC 3840 AUSTRALIA",+61(03) 51342887,australiansolidfueltesting@gmail.com,,Mr Steve Marland
17365,Australian Superintendence Company Pty Ltd,"467 Vulture Street EAST BRISBANE, QLD 4169 AUSTRALIA",+61(07) 33918640,aparry@asc.co,http://www.asc.co,Mr Andrew Parry
20179,Queensland University of Technology,"Translational Research Institute Level 7, 37 Kent Street WOOLLOONGABBA, QLD 4102 AUSTRALIA",+61(07) 34437280,Sushil.Narayan@qut.edu.au,http://https://www.tri.edu.au/ATGC,Mr Sushil Narayan
19639,Autix International Pty Ltd,"18 Stanyford Way MEDINA, WA 6167 AUSTRALIA",+61(08) 94193309,brett.gribble@autixinternational.com,http://www.autixinternational.com,Mr Brett Gribble
20559,Autotest Products Pty Ltd,"61-63 Parsons Street KENSINGTON, VIC 3031 AUSTRALIA",+61(03) 88403000,DavidJ@autotest.net.au,http://www.autotest.net.au,Mr David Jenkins
20243,United Cardiology,"Suite 20 1 Lakeside Road EASTWOOD, NSW 2122 AUSTRALIA",,,,
19107,AV Cardiology Pty Ltd,"SE 20 1 Lakeside Road EASTWOOD, NSW 2122 AUSTRALIA",,,,
17949,Aware Womens Health,"SE3 L1 257 Melbourne Street NORTH ADELAIDE, SA 5006 AUSTRALIA",,,,
15516,Department of Defence Air Warfare Centre AWE SQN Electromagnetic Test Facility,"Air Warfare Centre Building 734, RAAF Base EDINBURGH, SA 5111 AUSTRALIA",,,,
2030,The Australian Wine Research Institute,"WIC Central Building Hartley Grove cnr Paratoo Road URRBRAE, SA 5064 AUSTRALIA",+61(08) 83136618,Randell.Taylor@awri.com.au,,Mr Randell Taylor
2030,The Australian Wine Research Institute,"Hartley Grove cnr Paratoo Road Urrbrae, SA 5064 AUSTRALIA",+61(08) 83136600,Leanne.Hoxey@awri.com.au,http://www.awri.com.au/commercial_services/,Mrs Leanne Hoxey
1356,AWTA Product Testing,"1st Floor,  191 Racecourse Road FLEMINGTON, VIC 3031 AUSTRALIA",+61(03) 93712400,sean.bassett@awta.com.au,http://www.awtaproducttesting.com.au,Mr Sean Bassett
983,AWTA Product Testing,"1st Floor, 191 Racecourse Road FLEMINGTON, VIC 3031 AUSTRALIA",+61(03) 93712421,producttesting@awta.com.au,http://www.awtaproducttesting.com.au,Mr Sean Bassett
985,AWTA Product Testing,"1st Floor, 191 Racecourse Road FLEMINGTON, VIC 3031 AUSTRALIA",+61(03) 93712421,sean.bassett@awta.com.au,http://www.awtaproducttesting.com.au,Mr Sean Bassett
13972,Axiom Air Pty Ltd,"12 Allumba Drive IRONBANK , SA 5153 AUSTRALIA",+61(08) 83882075,stacktesting@axiomair.com.au,,Mr David Lapans
10826,AXS PTY LTD,"Unit 7, 37 Connors Road PAGET, QLD 4740 AUSTRALIA",+61(07) 54786366,peter.nelson@axsndt.com.au,http://www.axsndt.com.au,Mr Peter Nelson
15147,Azuma Design Pty Limited,"38 Redfern Street WETHERILL PARK, NSW 2164 AUSTRALIA",+61(02) 96040255,nik.malhotra@alchinlong.com,http://www.azumadesign.com.au,Mr Nik Malhotra
20513,Azuma Test Centre - Hong Kong,"Workshop 6, G/F Worldwide Industrial Center 43-47 Shan Mei Street, Fo Tan , HONG KONG",+852 24947370,george@azuma.com.hk,http://http://www.azuma.com.hk,Mr George Cheung
3618,Boral Resources (Vic) Pty Limited,"Bonnie Vale Road BACCHUS MARSH, VIC 3340 AUSTRALIA",+61 0401986981,troy.hannaford@boral.com.au,http://www.boral.com.au,Mr Troy Hannaford
10882,Quarry-Crete,"54 Young Street BACCHUS MARSH, VIC 3340 AUSTRALIA",+61(03) 53671953,fayepayne191@yahoo.com.au,,Mr William Payne
15357,Terra Firma Laboratories,"72 Dalmahoy Street BAIRNSDALE, VIC 3875 AUSTRALIA",+61(03) 51521766,jcross@terrafirmalabs.com.au,http://terrafirmalabs.com.au,Mr Jason Cross
19841,Bairnsdale Regional Health Service CBD,"183 Main St BAIRNSDALE, VIC 3875 AUSTRALIA",,,,
19299,Baker & Provan Services Pty Limited,"9-11 Power St ST MARYS, NSW 2760 AUSTRALIA",+61(02) 88019025,bob.findlay@bakerprovan.com.au,http://www.bakerprovan.com.au,Mr Robert Findlay
14984,Baker IDI Heart and Diabetes Institute,"Level 4, 99 Commercial Road MELBOURNE , VIC 3004 AUSTRALIA",+61(03) 85321800,neale.cohen@bakeridi.edu.au,http://www.bakeridi.edu.au,Assoc Prof Neale Cohen
18742,Structerre Consulting Engineers,"44 Crocker Drive MALAGA, WA 6090 AUSTRALIA",+61(08) 92054500,tallinson@structerre.com.au,http://www.structerre.com.au,Mr T Allinson
4171,Boral Resources (Vic) Pty. Limited,"67 Old Midland Highway MOUNT ROWAN, VIC 3352 AUSTRALIA",+61 0401897710,marc.boswell@boral.com.au,http://www.boral.com.au,Mr Marc Boswell
14233,Victoria Police Forensic Services Department,"1A Mirelle Drive WINTER VALLEY, VIC 3358 AUSTRALIA",+61(03) 94509753,leanne.hurley@police.vic.gov.au,,Mrs Leanne Hurley
14781,Ballarat IVF,"1119-1123 Howitt Street WENDOUREE, VIC 3355 AUSTRALIA",,,http://www.ballarativf.com.au,
9760,Roadlab Testing Services Pty Ltd,"3 Anchor Drive BALLARAT, VIC 3350 AUSTRALIA",+61(03) 53399235,ballarat@roadlab.com.au,http://www.roadlab.com.au,Mr Owen Talbot
9855,A S James Pty Ltd,"75 Humffray Street North BALLARAT EAST, VIC 3350 AUSTRALIA",+61 0418501420,ballarat@asjames.com.au,http://www.asjames.com.au,Mr Daniel Gunn
2133,Melbourne Pathology Pty Ltd,"63 Victoria Street BALLARAT, VIC 3350 AUSTRALIA",+61(03) 92877716,robyn.woodburn@mps.com.au,http://www.mps.com.au,Ms Robyn Woodburn
3301,Boral Limited,"Lot 2 Learmonth Street ALFREDTON, VIC 3350 AUSTRALIA",+61(03) 53342205,troy.hannaford@boral.com.au,http://www.boral.com.au,Mr Troy Hannaford
19506,"Geotechnical Testing Services, Southern","Unit 6 33 Laidlaw Drive Delacombe, VIC 3356 AUSTRALIA",+61(03) 53356494,info@gts.com.au,http://www.gts.com.au,Mr Mathew Allen
2606,Transport for NSW,"2 Boat Harbour Road BALLINA, NSW 2478 AUSTRALIA",+61 0457837771,Kevin.Waning@rms.nsw.gov.au,http://www.rms.nsw.gov.au,Mr Cary Pawson
828,Douglas Partners Pty Ltd,"2 / 26 Southern Cross Drive BALLINA, NSW 2478 AUSTRALIA",+61(02) 66811744,doug.dengate@douglaspartners.com.au,http://www.douglaspartners.com.au,Mr Doug Dengate
19644,Australian Soil and Concrete Testing,"17  De Havilland Cres BALLINA, NSW 2478 AUSTRALIA",+61(02) 66868567,office@asct.com.au,http://www.asct.com.au,Mr Patrick Paynter
13310,Ballistic and Mechanical Testing Pty Ltd,"100 Turner Street PORT MELBOURNE, VIC 3207 AUSTRALIA",+61 396464211,ben@armourtesting.com,http://www.armourtesting.com,Mr Ben Eu
11914,Ballistic Edge Research Laboratory Pty Ltd,"64 Blanck Street ORMEAU, QLD 4208 AUSTRALIA",+61(07) 55492644,mark@ballisticedge.com.au,http://www.ballisticedge.com.au,Mr Mark Ogilvie
17422,Bankstown Vascular,"Suite 110 Bankstown Medical Centre 68 Eldridge Rd BANKSTOWN, NSW 2200 AUSTRALIA",,,,
17951,South Coast District Hospital Inc,"Bay Rd VICTOR HARBOR, SA 5211 AUSTRALIA",,,,
17979,Strathalbyn & District Health Service,"Radiology Department 14 Alfred Place STRATHALBYN, SA 5255 AUSTRALIA",,,,
17987,Barossa Area Health Services Inc,"15 Mill St TANUNDA, SA 5352 AUSTRALIA",,,,
16097,Hunter New England Imaging,"Barraba Multi Purpose Service, Radiology Department Edward St BARRABA, NSW 2347 AUSTRALIA",,,,
218,ALS Industrial Pty Ltd,"Gorgon Operations BARROW ISLAND, WA 6712 AUSTRALIA",+61(08) 91599745,abufebwialsndt@chevron.com,http://alsglobal.com,Mr Jason Mansfield
14852,OEG Offshore Pty Ltd,"Barry Beach Road Toora, VIC 3962 AUSTRALIA",,,http://www.oegoffshore.com,
